ID,Station,Year,Month,TEM,DPT,WIS,HUM,SLP,T_RAN,A_RAIN,RAN
520,Mymensingh,2003,4,27,22.4,3.2,79.77,1007.9,130,4.33,LTR
521,Mymensingh,2003,5,27.9,24.2,3.2,80.65,1004.4,267,8.61,LTR
522,Mymensingh,2003,6,28,24.7,4.1,85.87,1000.3,420,14,MHR
523,Mymensingh,2003,7,29.2,26.3,3.2,84.52,1002.6,213,6.87,LTR
524,Mymensingh,2003,8,29.3,26.5,3.3,84.35,1002.8,124,4,LTR
525,Mymensingh,2003,9,28.3,25.3,2.5,87.77,1005.5,190,6.33,LTR
526,Mymensingh,2003,10,27,24.6,2,87.19,1010.3,345,11.13,MHR
527,Mymensingh,2003,11,22.9,18.5,1.7,80.87,1013.7,0,0,NRT
528,Mymensingh,2003,12,19.7,15.9,2,79.87,1015.6,10,0.32,NRT
529,Mymensingh,2004,1,17.4,13.7,2.4,80.13,1015.1,6,0.19,NRT
530,Mymensingh,2004,2,20.6,14,2.5,72.34,1013.3,2,0.07,NRT
531,Mymensingh,2004,3,25.8,20.8,3.4,75.26,1013.3,13,0.42,NRT
532,Mymensingh,2004,4,25.9,21.9,4.1,81.93,1007.2,244,8.13,LTR
533,Mymensingh,2004,5,28.9,25.2,3.1,80.84,1003.4,87,2.81,LTR
534,Mymensingh,2004,6,28.2,25.1,3.2,87.7,1002.3,392,13.07,MHR
535,Mymensingh,2004,7,28.2,25.9,2.9,86.55,1002.2,753,24.29,MHR
536,Mymensingh,2004,8,29.1,26.2,3.1,84.16,1001.7,241,7.77,LTR
537,Mymensingh,2004,9,27.3,24.9,3,90.77,1007,250,8.33,LTR
538,Mymensingh,2004,10,26,23.6,1.8,86.84,1012.2,487,15.71,MHR
539,Mymensingh,2004,11,22.5,18.5,1.8,82.53,1014.2,0,0,NRT
540,Mymensingh,2004,12,19.7,16,2,81.32,1015.1,18,0.58,NRT
541,Mymensingh,2005,1,17.9,14.2,2.2,80,1015,3,0.1,NRT
542,Mymensingh,2005,2,21.7,14.8,2.4,73.93,1013,27,0.96,NRT
543,Mymensingh,2005,3,24.8,20.7,3.4,79.23,1010.7,77,2.48,LTR
544,Mymensingh,2005,4,27,22.1,4,78.43,1009.4,142,4.73,LTR
545,Mymensingh,2005,5,26.5,23.2,4.1,82.29,1005.2,495,15.97,MHR
546,Mymensingh,2005,6,29.2,25.3,3.6,84.03,1000.2,255,8.5,LTR
547,Mymensingh,2005,7,28.6,26,3.1,86.39,1002,405,13.06,MHR
548,Mymensingh,2005,8,28.6,26.4,3.4,87.81,1001.2,514,16.58,MHR
549,Mymensingh,2005,9,28.8,25.1,2.4,85.37,1005.8,360,12,MHR
550,Mymensingh,2005,10,26.4,24.1,2.4,87.84,1010.7,394,12.71,MHR
551,Mymensingh,2005,11,22.7,18.9,1.8,83.83,1012.7,0,0,NRT
552,Mymensingh,2005,12,19.4,15.4,1.7,80.19,1013.7,0,0,NRT
553,Mymensingh,2006,1,17.3,14.3,1.7,84.71,1014.5,0,0,NRT
554,Mymensingh,2006,2,23.1,17.6,1.8,81.71,1011.9,0,0,NRT
555,Mymensingh,2006,3,24.9,19.7,2.1,75.68,1010,2,0.06,NRT
556,Mymensingh,2006,4,26.6,21.9,3.2,80,1007.2,153,5.1,LTR
557,Mymensingh,2006,5,27.7,24.2,2.9,81.9,1005,379,12.23,MHR
558,Mymensingh,2006,6,28.2,25,3,87.6,1002.6,371,12.37,MHR
559,Mymensingh,2006,7,29.1,26.5,2.7,86.03,1000.3,274,8.84,LTR
560,Mymensingh,2006,8,29.1,26.2,3,84.55,1002.4,339,10.94,MHR
561,Mymensingh,2006,9,28.2,25.3,2.9,88.77,1006.2,420,14,MHR
562,Mymensingh,2006,10,27,24.6,1.6,87.23,1011.1,23,0.74,NRT
563,Mymensingh,2006,11,22.9,19.4,1.7,85.5,1013.2,0,0,NRT
564,Mymensingh,2006,12,19.2,16.3,1.7,85.45,1015.3,0,0,NRT
565,Mymensingh,2007,1,16.6,13.1,1.7,82.65,1016.2,0,0,NRT
566,Mymensingh,2007,2,20.2,14.8,2.1,80.68,1014.3,55,1.96,LTR
567,Mymensingh,2007,3,23.1,17.7,2.2,74.45,1011.3,18,0.58,NRT
568,Mymensingh,2007,4,26.2,21.9,3.6,81.7,1008.5,208,6.93,LTR
569,Mymensingh,2007,5,28.9,24.9,2.2,79.94,1012.1,123,3.97,LTR
570,Mymensingh,2007,6,28.1,24.8,2.5,87.2,1002.3,849,28.3,MHR
571,Mymensingh,2007,7,28.1,26.2,3.2,89.45,1001,726,23.42,MHR
572,Mymensingh,2007,8,29,26.6,2.5,86.9,1001.9,368,11.87,MHR
573,Mymensingh,2007,9,28.3,25,2.4,86.57,1004.2,149,4.97,LTR
574,Mymensingh,2007,10,26.7,23.8,2.4,84.9,1008.8,219,7.06,LTR
575,Mymensingh,2007,11,23.4,19.8,1.7,84.63,1012.5,67,2.23,LTR
576,Mymensingh,2007,12,18.9,15.6,1.4,83,1014.3,0,0,NRT
577,Mymensingh,2008,1,17.7,14.6,1.7,83.9,1013.9,30,0.97,NRT
578,Mymensingh,2008,2,19,12.9,1.8,74.59,1013.5,5,0.17,NRT
579,Mymensingh,2008,3,24.6,21,2.1,81.03,1009.5,96,3.1,LTR
580,Mymensingh,2008,4,27.6,22.5,2.5,78.47,1007,25,0.83,NRT
581,Mymensingh,2008,5,28,24.1,2.4,79.84,1003.6,280,9.03,LTR
582,Mymensingh,2008,6,28,24.7,2.5,87,1001.5,675,22.5,MHR
583,Mymensingh,2008,7,28.2,26,2.6,88.13,1001,473,15.26,MHR
584,Mymensingh,2008,8,28.3,26.5,2.7,90.1,1002.6,354,11.42,MHR
585,Mymensingh,2008,9,28.8,25.1,2.3,85.1,1005.1,131,4.37,LTR
586,Mymensingh,2008,10,26.4,23.8,2,86.52,1009.8,170,5.48,LTR
587,Mymensingh,2008,11,22.3,18.2,1.4,82.73,1012.8,0,0,NRT
588,Mymensingh,2008,12,19.8,17.4,1.3,87.45,1014.2,0,0,NRT
589,Mymensingh,2009,1,18.3,15.6,1.3,85.65,1015.3,0,0,NRT
590,Mymensingh,2009,2,21.4,14.5,1.3,74.96,1011.4,0,0,NRT
591,Mymensingh,2009,3,24.4,19.1,1.5,75.61,1009.7,17,0.55,NRT
592,Mymensingh,2009,4,28,23,2.3,79.73,1006.5,54,1.8,LTR
593,Mymensingh,2009,5,27.7,24.1,2,81.55,1004.3,411,13.26,MHR
594,Mymensingh,2009,6,28.8,25.2,2.2,85.3,1001,130,4.33,LTR
595,Mymensingh,2009,7,28.9,25.8,2.2,84.19,1000.1,431,13.9,MHR
596,Mymensingh,2009,8,28.6,26.2,2.1,87,1003.5,359,11.58,MHR
597,Mymensingh,2009,9,28.8,25.2,1.8,85.17,1005.1,231,7.7,LTR
598,Mymensingh,2009,10,27,23.7,0.7,83.35,1009.1,29,0.94,NRT
599,Mymensingh,2009,11,23.2,18.9,0.7,82,1012.9,0,0,NRT
600,Mymensingh,2009,12,18.3,15.3,0.3,84.77,1015.1,0,0,NRT
601,Mymensingh,2010,1,16.8,13.3,0.9,81.97,1016.3,0,0,NRT
602,Mymensingh,2010,2,20.7,13.8,0.9,74.61,1013.8,4,0.14,NRT
603,Mymensingh,2010,3,25.9,20.4,1.8,74.19,1009.5,16,0.52,NRT
604,Mymensingh,2010,4,27.8,23.8,3.1,82.63,1007.1,123,4.1,LTR
605,Mymensingh,2010,5,28.2,24.7,2.1,81.94,1004.1,337,10.87,MHR
606,Mymensingh,2010,6,28.3,25.1,2.1,87.27,1002.5,384,12.8,MHR
607,Mymensingh,2010,7,29.1,26.4,2,85.61,1003.3,458,14.77,MHR
608,Mymensingh,2010,8,29.1,26.4,1.7,85.19,1004.2,368,11.87,MHR
609,Mymensingh,2010,9,28.3,25.1,1.8,87.2,1006.1,211,7.03,LTR
610,Mymensingh,2010,10,27.3,24.6,1.8,85.87,1007.4,148,4.77,LTR
611,Mymensingh,2010,11,23.4,19.1,1.1,82.17,1012,4,0.13,NRT
612,Mymensingh,2010,12,18.8,14.9,1.2,80.55,1011.7,42,1.35,LTR
613,Mymensingh,2011,1,15.8,12.6,1.6,83.03,1013.7,1,0.03,NRT
614,Mymensingh,2011,2,20.8,13.8,1.5,73.39,1012.3,12,0.43,NRT
615,Mymensingh,2011,3,24.5,18.9,2.3,73.16,1009.5,32,1.03,LTR
616,Mymensingh,2011,4,26.4,21.2,2.2,77.5,1009,80,2.67,LTR
617,Mymensingh,2011,5,27.2,23.6,2.2,82,1004.7,239,7.71,LTR
618,Mymensingh,2011,6,28.7,25.1,2.3,85.13,1000.2,449,14.97,MHR
619,Mymensingh,2011,7,28.6,26.1,2,86.58,1001.7,333,10.74,MHR
620,Mymensingh,2011,8,28.4,25.9,1.8,86.84,1002.8,741,23.9,MHR
621,Mymensingh,2011,9,28.7,24.9,1.6,84.73,1003.6,242,8.07,LTR
622,Mymensingh,2011,10,27.5,24.3,0.6,83.81,1009.1,18,0.58,NRT
623,Mymensingh,2011,11,21.9,17.7,1,81.77,1012.7,0,0,NRT
624,Mymensingh,2011,12,18.1,14.8,1,83.32,1014,0,0,NRT
625,Mymensingh,2012,1,17.1,13.1,1.3,79.55,1012.9,18,0.58,NRT
626,Mymensingh,2012,2,20.1,13,1.6,71.45,1011.5,0,0,NRT
627,Mymensingh,2012,3,24.7,18.9,1.8,73.42,1009.3,1,0.03,NRT
628,Mymensingh,2012,4,26.1,21.4,2.6,80.37,1007.1,202,6.73,LTR
629,Mymensingh,2012,5,28.8,24.3,2,77.9,1003.4,85,2.74,LTR
630,Mymensingh,2012,6,28.4,24.9,2.6,85.4,998.6,241,8.03,LTR
631,Mymensingh,2012,7,28.6,26,2.3,86.58,1000,409,13.19,MHR
632,Mymensingh,2012,8,29,26.2,1.7,85.1,1002.2,238,7.68,LTR
633,Mymensingh,2012,9,28.6,25.2,1.7,85.77,1005.6,221,7.37,LTR
634,Mymensingh,2012,10,26.8,23.2,0.6,82.03,1010.2,45,1.45,LTR
635,Mymensingh,2012,11,21.8,17.4,0.7,81.07,1011.9,19,0.63,NRT
636,Mymensingh,2012,12,16.9,14.8,0.5,88.39,1013.8,0,0,NRT
637,Mymensingh,2013,1,16.1,11.8,0.8,78.35,1015.4,0,0,NRT
638,Mymensingh,2013,2,21.3,13.6,1.3,70.79,1013.5,18,0.64,NRT
639,Mymensingh,2013,3,25.1,19.7,2.3,74.52,1010.3,21,0.68,NRT
640,Mymensingh,2013,4,26.9,21.6,2.3,77.17,1007,69,2.3,LTR
641,Mymensingh,2013,5,26.9,24,3,84.13,1003.6,308,9.94,LTR
642,Mymensingh,2013,6,29.4,25.2,1.8,82.67,1000.9,267,8.9,LTR
643,Mymensingh,2013,7,29,25.9,2.2,83.71,1000.3,318,10.26,MHR
644,Mymensingh,2013,8,28.5,25.7,2.4,85.48,1006.8,343,11.06,MHR
645,Mymensingh,2013,9,28.7,25.1,1.5,85.17,1004.8,132,4.4,LTR
646,Mymensingh,2013,10,26.6,24,1.2,85.87,1010,263,8.48,LTR
647,Mymensingh,2013,11,21.9,17.6,0.6,81.07,1012.9,0,0,NRT
648,Mymensingh,2013,12,18.4,14.8,1,82.16,1014.1,0,0,NRT
649,Mymensingh,2014,1,17.3,13.8,1.5,82.06,1016.5,0,0,NRT
650,Mymensingh,2014,2,19.2,13.1,2,76.79,1013,42,1.5,LTR
651,Mymensingh,2014,3,24,18,2.2,72.1,1011.8,24,0.77,NRT
652,Mymensingh,2014,4,27.5,21.3,2.7,73.7,1008,78,2.6,LTR
653,Mymensingh,2014,5,28.4,24.4,3.2,79.45,1005.4,160,5.16,LTR
654,Mymensingh,2014,6,29,25.2,2.5,84.8,999.7,342,11.4,MHR
655,Mymensingh,2014,7,29.2,26.2,2.6,84.16,1000.6,303,9.77,LTR
656,Mymensingh,2014,8,28.4,26,1.8,87.52,1002.8,559,18.03,MHR
657,Mymensingh,2014,9,28.4,24.9,1.9,86.47,1005.8,410,13.67,MHR
658,Mymensingh,2014,10,26.9,23.5,1.1,83,1011.1,16,0.52,NRT
659,Mymensingh,2014,11,23,18.7,1,81.97,1012.2,0,0,NRT
660,Mymensingh,2014,12,17.9,15.3,0.6,86.29,1014.8,0,0,NRT
661,Mymensingh,2015,1,17.9,14.5,1.5,82.29,1015.8,5,0.16,NRT
662,Mymensingh,2015,2,20.7,14.9,1.1,78.93,1014.4,15,0.54,NRT
663,Mymensingh,2015,3,23.9,18.5,2,74.1,1012.9,36,1.16,LTR
664,Mymensingh,2015,4,25.6,21,2.3,80.6,1009.2,149,4.97,LTR
665,Mymensingh,2015,5,27.9,24.1,3,80.45,1005.6,292,9.42,LTR
666,Mymensingh,2015,6,28.4,24.9,3.2,85.83,1002.1,417,13.9,MHR
667,Mymensingh,2015,7,28.7,25.7,2.8,84.58,1000.5,391,12.61,MHR
668,Mymensingh,2015,8,28.7,26.2,2.5,87.1,1003.3,349,11.26,MHR
669,Mymensingh,2015,9,28.8,25.2,2,85.63,1006,263,8.77,LTR
670,Mymensingh,2015,10,27,23.5,2,82.48,1011.3,180,5.81,LTR
671,Mymensingh,2015,11,23.1,18.7,1.7,81.73,1013.7,13,0.43,NRT
672,Mymensingh,2015,12,18.3,14.9,1.8,82.68,1015.9,5,0.16,NRT
